edge_id,property_id,property_name_en,source_region,target_region,direction,exchange_type_refined,exchange_geography,evidence_quote,confidence,data_layer,review_status,whc_official_url
R0011,524,Buddhist Monuments at Sanchi,West Asia,South Asia,source_to_target,artistic_influence,achaemenid_mauryan,"From the time that the oldest preserved monument on the site was erected, i.e., Aśoka’s column with its projecting capital of lions inspired by Achaemenid art, Sanchi’s role as intermediary for the spread of cultures and their peripheral arts throughout the Mauryan Empire, and later in India of the Sunga, Shatavahana, Kushan and Gupta dynasties, was confirmed.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/524/
R0012,677,Baroque Churches of the Philippines,Southeast Asia,Southeast Asia,source_to_target,architectural_style,regional_church_architecture,The group of churches established a style of building and design that was adapted to the physical conditions in the Philippines which had an important influence on later church architecture in the region.,provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/677/
R0013,868,Routes of Santiago de Compostela in France,Transregional / Multiple,Western Europe,multidirectional,religious_transmission,pilgrimage_route,"The Pilgrimage Route of Santiago de Compostela played a key role in religious and cultural exchange and development during the later Middle Ages, and this is admirably illustrated by the carefully selected monuments on the routes followed by pilgrims in France.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/868/
R0014,669,Routes of Santiago de Compostela: Camino Francés and Routes of Northern Spain,Western Europe,Southern Europe,bidirectional,route_network,pilgrimage_route,"The Route of Santiago de Compostela played a crucial role in the two-way exchange of cultural advances between the Iberian Peninsula and the rest of Europe, especially during the Middle Ages, but also in subsequent centuries. The wealth of cultural heritage that has emerged in association with the Camino is vast, marking the birth of Romanesque art and featuring extraordinary examples of Gothic, Renaissance, and Baroque art. Moreover, in contrast with the waning of urban life in the rest of the Iberian Peninsula during the Middle Ages, the reception and commercial activities emanating from the Camino de Santiago led to the growth of cities in the north of the Peninsula and gave rise to the founding of new ones.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/669/
R0015,870,Historic Monuments of Ancient Nara,East Asia,East Asia,source_to_target,architectural_style,china_korea_japan,The historic monuments of Ancient Nara bear exceptional witness to the evolution of Japanese architecture and art as a result of cultural links with China and Korea which were to have a profound influence on future developments.,provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/870/
R0016,972,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Transregional / Multiple,East Asia,multidirectional,maritime_trade,east_asia_southeast_asia,"For several centuries the Ryukyu islands served as a centre of economic and cultural interchange between south-east Asia, China, Korea, and Japan, and this is vividly demonstrated by the surviving monuments.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/972/
R0017,1081,Orkhon Valley Cultural Landscape,Central Asia,Transregional / Multiple,multidirectional,route_network,eurasian_steppe,"The Orkhon Valley clearly demonstrates how a strong and persistent nomadic culture, led to the development of extensive trade networks and the creation of large administrative, commercial, military and religious centers. The empires that these urban centers supported undoubtedly influenced societies across Asia and into Europe and in turn absorbed influence from both east and west in a true interchange of human values.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/1081/
R0018,1084,"Royal Botanic Gardens, Kew",Western Europe,Transregional / Multiple,multidirectional,technical_transfer,global_botanical_exchange,"Since the 18th century, the Botanic Gardens of Kew have been closely associated with scientific and economic exchanges established throughout the world in the field of botany, and this is reflected in the richness of its collections. The landscape and architectural features of the Gardens reflect considerable artistic influences both with regard to the European continent and to more distant regions;",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/1084/
R0019,817,Hwaseong Fortress,Transregional / Multiple,East Asia,source_to_target,technical_transfer,east_west_scientific_exchange,"Hwaseong Fortress represents the pinnacle of 18th century military architecture, incorporating the best scientific ideas from Europe and East Asia brought together through careful study by scholars from the School of Practical Learning. It demonstrates important developments in construction and the use of materials that reflects the interchange of scientific and technical achievements between the East and West. The fortress had a great influence on the development of Korean architecture, urban planning, and landscaping and related arts.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/817/
R0020,479,Town of Luang Prabang,Western Europe,Southeast Asia,source_to_target,cultural_fusion,colonial_indochina,"Luang Prabang reflects the exceptional fusion of Lao traditional architecture and 19th and 20th century European colonial style buildings. Criterion ( iv ): Luang Prabang is an outstanding example of an architectural ensemble built over the centuries combining sophisticated architecture of religious buildings, vernacular constructions and colonial buildings. Criterion ( v): The unique townscape of Luang Prabang is remarkably well preserved, illustrating a key stage in the blending of two distinct cultural traditions.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/479/
R0021,971,Churches of Chiloé,Southern Europe,Southern Cone,source_to_target,cultural_fusion,european_indigenous_fusion,The Churches of Chiloé are outstanding examples of the successful fusion of European and indigenous cultural traditions to produce a unique form of wooden architecture.,provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/971/
R0022,702,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Southern Europe,Mesoamerica,source_to_target,colonial_encounter,evangelisation_missions,"The considerable influence exercised by the architectural model of the Earliest 16th-Century Monasteries on the Slopes of Popocatepetl, which spread over a very wide area, is incontestable. They operated not only in the second half of the 16th century in the centre and south-east of Mexico, but continued with the expansion of colonisation and evangelisation of the lands to the north in the 18th century, reaching the present-day United States of America from the Atlantic to the Pacific coasts, in the form of a large number of smaller establishments known as “missions” rather than monasteries.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/702/
R0023,940,Historic Inner City of Paramaribo,Western Europe,Atlantic South America / Brazil,source_to_target,cultural_fusion,atlantic_south_america,Paramaribo is an exceptional example of the gradual fusion of European architecture and construction techniques with indigenous South American materials and crafts to create a new architectural idiom.,provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/940/
R0024,944,Mountain Railways of India,Western Europe,South Asia,source_to_target,technical_transfer,colonial_railway_technology,"The Mountain Railways of India are outstanding examples of the interchange of values on developments in technology, and the impact of an innovative transportation system on the social and economic development of a multicultural region, which was to serve as a model for similar developments in many parts of the world. The Mountain Railways of India exhibit an important cultural and technologicaly transfer in the colonial setting of the period of its construction, particularly with regard to the eminently political function of the terminus station, Shimla.. The railway then enabled significant and enduring human settlement, of which it has remained the main vector up to the present day.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/944/
R0025,956,Island of Saint-Louis,Western Europe,West Africa,source_to_target,colonial_encounter,west_africa_colonial_city,"The historic town of Saint-Louis exhibits an important exchange of values and influences on the development of education and culture, architecture, craftsmanship, and services in a large part of West Africa.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/956/
R0026,1096,White City of Tel-Aviv – the Modern Movement,Western Europe,West Asia,source_to_target,architectural_style,modern_movement,"The White City of Tel Aviv is a synthesis of outstanding significance of the various trends of the Modern Movement in architecture and town planning in the early part of the 20th century. Such influences were adapted to the cultural and climatic conditions of the place, as well as being integrated with local traditions.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/1096/
R0027,36,Medina of Tunis,Transregional / Multiple,North Africa,multidirectional,artistic_influence,maghreb_mediterranean_east,"The relay role played by the Medina of Tunis between the Maghreb, Southern Europeand the East encouraged exchanges of influences in the field of the arts and architecture over many centuries.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/36/
R0028,848,Choirokoitia,West Asia,Southern Europe,source_to_target,cultural_succession,near_east_to_europe,"In the prehistoric period, Cyprus played a key role in the transmission of culture from the Near East to the European world.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/848/
R0029,125,Natural and Culturo-Historical Region of Kotor,Southern Europe,Southeast Europe / Balkans,source_to_target,artistic_influence,adriatic_venetian,"As the main bridge-heads of Venice on the South coast of the Adriatic, the aristocratic cities of captains and ship-owners of Kotor and its neighbours were the heart of the region's creative movement for many centuries. Its art, goldsmith and architecture schools had a profound and durable influence on the arts of the Adriatic coast.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/125/
R0030,356,Historic Areas of Istanbul,West Asia,Transregional / Multiple,source_to_target,architectural_style,east_west_art,"Throughout history the monuments in Istanbul have exerted considerable influence on the development of architecture, monumental arts and the organization of space, both in Europe and the Near East. Thus, the 6,650 meter terrestrial wall of Theodosius II with its second line of defence, created in 447, was one of the leading references for military architecture; Hagia Sophia became a model for an entire family of churches and later mosques, and the mosaics of the palaces and churches of Constantinople influenced both Eastern and Western art.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/356/
R0031,600,"Paris, Banks of the Seine",Western Europe,Transregional / Multiple,source_to_target,urbanism,gothic_urbanism_new_world,"Buildings along the Seine, such as Notre-Dame and the Sainte Chapelle, became the source of the spread of Gothic architecture, while the Place de la Concorde and the vista at the Invalides exerted influence on urban development of European capitals. Haussmann’s urban planning, which marks the western part of the city, inspired the construction of the great cities of the New World, in particular in Latin America. Finally, the Eiffel Tower and the Grand and Petit Palais, the Pont Alexandre III and the Palais de Chaillot are the living testimony of the universal exhibitions, which were of such great importance in the 19th and 20th centuries.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/600/
R0032,526,Colonial City of Santo Domingo,Caribbean,Transregional / Multiple,source_to_target,urbanism,americas_colonial_urbanism,"The Colonial City of Santo Domingo has exercised a strong influence on the development of the cities of the Caribbean and the American continent. Its grid pattern and its Plaza Mayor have served as a model for new cities in the Americas. Its institutional buildings date from the 16th century – Palace of the Viceroy, Cabildo (Town Hall), Real Audiencia (Royal Court of Justice) Chancery and Cathedral – have served as references for future development.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/526/
R0033,91,"Historic Centre of Rome, the Properties of the Holy See in that City Enjoying Extraterritorial Rights and San Paolo Fuori le Mura",Southern Europe,Transregional / Multiple,source_to_target,architectural_style,rome_global_model,"Over the centuries, the works of art found in Rome have had a decisive influence on the development of urban planning, architecture, technology and the arts throughout the world. The achievements of ancient Rome in the fields of architecture, painting and sculpture served as a universal model not only in antiquity, but also in the Renaissance, Baroque and Neoclassical periods. The classical buildings and the churches, palaces and squares of Rome have been an unquestioned point of reference, together with the paintings and sculptures that enrich them. In a particular way, it was in Rome that Baroque art was born and then spread throughout Europe and to other continents.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/91/
R0034,174,Historic Centre of Florence,Southern Europe,Western Europe,source_to_target,artistic_influence,renaissance_europe,"Since the Quattrocento, Florence has exerted a predominant influence on the development of architecture and the monumental arts – first in Italy, and throughout Europe: the artistic principles of the Renaissance were defined there from the beginning of the 15th century by Brunelleschi, Donatello and Masaccio. It was in the Florentine milieu that two universal geniuses of the arts – Leonardo da Vinci and Michelangelo – were formed and asserted.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/174/
R0035,712,City of Vicenza and the Palladian Villas of the Veneto,Southern Europe,Transregional / Multiple,source_to_target,architectural_style,palladianism,"Palladio’s works in the city of Vicenza and in the Veneto, inspired by classical architecture and characterized by incomparable formal purity, have exerted exceptional influence on architectural and urban design in most European countries and throughout the world, giving rise to Palladianism, a movement named after the architect and destined to last for three centuries.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/712/
R0036,83,Palace and Park of Versailles,Western Europe,Transregional / Multiple,source_to_target,architectural_style,versailles_european_model,"Versailles exercised great influence throughout Europe from the end of the 17th century to the end of the 18th century. Wren incorporated reminiscences of Versailles into Hampton Court, Schlüter into Berlin, in designing the façades of the Palais Royal. “Little Versailles” have sprung up: Nymphenburg, Schleissheim, Karlsruhe, Würtzbourg, Postdam, Stockholm, etc. Le Nôtre’s gardens, designed by the architect himself, or by his imitators are innumerable: from Windsor to Cassel, to the Granja, Sweden, Denmark and Russia.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/83/
R0037,1131,Royal Exhibition Building and Carlton Gardens,Transregional / Multiple,Australia,source_to_target,technical_transfer,international_exhibition_movement,"The Royal Exhibition Building and the surrounding Carlton Gardens, as the main extant survivors of a Palace of Industry and its setting, together reflect the global influence of the international exhibition movement of the 19th and early 20th centuries. The movement showcased technological innovation and change, which helped promote a rapid increase in industrialisation and international trade through the exchange of knowledge and ideas.",provisional_medium,provisional_from_review_queue,needs_later_review,https://whc.unesco.org/en/list/1131/
